experiment,mode,gamma,phase,phase_iteration,t,objective_estimate,reg_objective_estimate,sample_loss,beta_min,beta_max
adaptive gamma,adaptive,1e-05,4,113,385,-0.02081669986365351,6.4261155475853915,0.08695250104532862,1.634658125000171e-05,0.020850767089898893
adaptive gamma,adaptive,1e-05,4,114,386,-0.023010905923255495,6.423994023571881,1.1396092696624793,1.634330560555958e-05,0.020973144407894617
adaptive gamma,adaptive,1e-05,4,115,387,-0.024199553701645803,6.422839240517411,1.084986324005839,1.634142599958495e-05,0.021029096891550293
adaptive gamma,adaptive,1e-05,4,116,388,-0.025414831136592993,6.421658560446796,-0.5287818127505866,1.6339750640652156e-05,0.02108583930139751
adaptive gamma,adaptive,1e-05,4,117,389,-0.02805367558376115,6.419109879648397,1.5000930824789327,1.6336685391300322e-05,0.021232843790964434
adaptive gamma,adaptive,1e-05,4,118,390,-0.028832492251445067,6.418349368862586,0.6456516664827869,1.633528190406249e-05,0.021262564840594567
adaptive gamma,adaptive,1e-05,4,119,391,-0.030462377739156672,6.4167699810191525,-1.7274757531201155,1.6333417494675175e-05,0.021344762039354537
adaptive gamma,adaptive,1e-05,4,120,392,-0.033938940499595796,6.413417721715782,0.30233571367436696,1.6329611751524057e-05,0.021545983704211007
adaptive gamma,adaptive,1e-05,4,121,393,-0.03583392398751655,6.411585744028092,0.8845429860603865,1.6327248475636298e-05,0.021648108737342214
adaptive gamma,adaptive,1e-05,4,122,394,-0.03719113753389068,6.410270575537582,-1.1594224076006994,1.6325017034367474e-05,0.02171824874241935
adaptive gamma,adaptive,1e-05,4,123,395,-0.039976405310576967,6.407586168759158,1.3772612604189551,1.632105976605775e-05,0.02188874569287941
adaptive gamma,adaptive,1e-05,4,124,396,-0.0408313342615559,6.406753171478049,-0.0640042212659856,1.6319664191819905e-05,0.021924314127308924
adaptive gamma,adaptive,1e-05,4,125,397,-0.04291182617006107,6.404744630496063,1.3624594641887027,1.631690501993012e-05,0.022043532736706506
adaptive gamma,adaptive,1e-05,4,126,398,-0.043825697746089846,6.403855449432245,0.6847327381626823,1.6315199893387452e-05,0.02208391591709672
adaptive gamma,adaptive,1e-05,4,127,399,-0.045310479772304825,6.402418324286729,0.15217609769258386,1.631303073790084e-05,0.022163369872367226
adaptive gamma,adaptive,1e-05,4,128,400,-0.04718512325660193,6.400608590897258,1.5001661603346845,1.631006910477634e-05,0.022272899685273705
adaptive gamma,adaptive,1e-05,4,129,401,-0.04792307619482291,6.399888242262049,-0.9773628538399067,1.6308726491337168e-05,0.02230118464331704
adaptive gamma,adaptive,1e-05,4,130,402,-0.050494655685170406,6.397411694128212,-0.34407146656126103,1.6304971645445328e-05,0.022462150184569575
adaptive gamma,adaptive,1e-05,4,131,403,-0.052627898404831085,6.395355650542327,-1.0995795657601513,1.6301688317118497e-05,0.02259233337144719
adaptive gamma,adaptive,1e-05,4,132,404,-0.055337464168786085,6.392746867054006,1.361970026228386,1.629857098636221e-05,0.022753831442030463
adaptive gamma,adaptive,1e-05,4,133,405,-0.056172049775073604,6.39193444161139,-1.2024150713485606,1.629711541689524e-05,0.02278968968114329
adaptive gamma,adaptive,1e-05,4,134,406,-0.058694538592168694,6.389507358281245,0.5575585207635375,1.629366120267434e-05,0.022948115203687343
adaptive gamma,adaptive,1e-05,4,135,407,-0.06017149442580979,6.388079642931578,-0.05976448859312983,1.6291696046175382e-05,0.02302899378946944
adaptive gamma,adaptive,1e-05,4,136,408,-0.06202056629970986,6.386297370453556,-1.6249209601799144,1.628899592296473e-05,0.023139822402999954
adaptive gamma,adaptive,1e-05,4,137,409,-0.06483642778097137,6.383590551986195,-0.3979160421381964,1.6285622879647936e-05,0.023315387666123878
adaptive gamma,adaptive,1e-05,4,138,410,-0.0668205539880617,6.381681213775442,1.7868822801697737,1.6282292282839615e-05,0.02344195770150908
adaptive gamma,adaptive,1e-05,4,139,411,-0.06726744456302572,6.381240068659957,-1.2294837531611877,1.6281266838558308e-05,0.0234503371488186
adaptive gamma,adaptive,1e-05,4,140,412,-0.0696508001205292,6.378949477075306,-0.4153026192033381,1.6277935062237617e-05,0.023604071163792657
adaptive gamma,adaptive,1e-05,4,141,413,-0.07168488139795924,6.376991832552466,1.3143080070271673,1.6275360910681894e-05,0.02372807228377314
adaptive gamma,adaptive,1e-05,4,142,414,-0.07256702900684985,6.376134897877653,0.47712329270052234,1.627365769053043e-05,0.023769034541528615
adaptive gamma,adaptive,1e-05,4,143,415,-0.073983918566053,6.3747672997236275,0.5195144807852679,1.6271638017138295e-05,0.023849825140990297
adaptive gamma,adaptive,1e-05,4,144,416,-0.07537974364295795,6.373419853617176,-1.1950079627962993,1.626950697589954e-05,0.023930231529746382
adaptive gamma,adaptive,1e-05,4,145,417,-0.07767141802492378,6.371219012191028,-0.920637141357436,1.6266284149648712e-05,0.024080675376112918
adaptive gamma,adaptive,1e-05,4,146,418,-0.07976512614929314,6.369207973787906,0.9638334138945195,1.6263186946154303e-05,0.024217754775558667
adaptive gamma,adaptive,1e-05,4,147,419,-0.08079664522932237,6.368209397668387,0.7562923665992081,1.6261509502917804e-05,0.024271387046093416
adaptive gamma,adaptive,1e-05,4,148,420,-0.08196305223808721,6.367082235798617,0.3450586998867575,1.6259670639925434e-05,0.024335613677590524
adaptive gamma,adaptive,1e-05,4,149,421,-0.08341323202451519,6.365684107362615,0.6926142749311367,1.625775235348349e-05,0.024419699162738888
adaptive gamma,adaptive,1e-05,4,150,422,-0.0846160988052181,6.36452312612969,-1.901485821293066,1.625542885071998e-05,0.024489246918915315
adaptive gamma,adaptive,1e-05,4,151,423,-0.08738073328090798,6.361872849738405,-1.66694190009601,1.6252149051743946e-05,0.02466624410091441
adaptive gamma,adaptive,1e-05,4,152,424,-0.08963757689516678,6.3597099341431305,0.7484091423471143,1.6248724253518054e-05,0.024822708334225976
adaptive gamma,adaptive,1e-05,4,153,425,-0.09076660933028255,6.358619338266144,1.395795560708783,1.6246846267147708e-05,0.024886128095703487
adaptive gamma,adaptive,1e-05,4,154,426,-0.09150199817243473,6.357903550751054,-1.4353160884569656,1.624545360623715e-05,0.024917371292878607
adaptive gamma,adaptive,1e-05,4,155,427,-0.09379210216285098,6.355708430294312,-0.8836502672640351,1.6242485263048614e-05,0.02506948526248324
adaptive gamma,adaptive,1e-05,4,156,428,-0.09575486718192401,6.353825873501294,0.5833497670826657,1.6239633604060577e-05,0.025201781358798483
adaptive gamma,adaptive,1e-05,4,157,429,-0.09694091046389101,6.352682071363352,-0.6463843923774352,1.6237797986934415e-05,0.02527033391906383
adaptive gamma,adaptive,1e-05,4,158,430,-0.09872725808505997,6.3509682651735,-0.9746596133612911,1.6235209290968304e-05,0.02538805117537242
adaptive gamma,adaptive,1e-05,4,159,431,-0.10063503728380963,6.349140103288891,1.1432987285508436,1.6232169842918975e-05,0.02552101971214413
adaptive gamma,adaptive,1e-05,4,160,432,-0.10146665703183248,6.34833370557911,-1.440197576710625,1.6230712313780126e-05,0.025561570832259198
adaptive gamma,adaptive,1e-05,4,161,433,-0.10358264753387005,6.34630777877225,1.6553136910712842,1.622782854227437e-05,0.025706111998883844
adaptive gamma,adaptive,1e-05,4,162,434,-0.10406731745354567,6.345830926577099,1.5761398895080478,1.6226780355882035e-05,0.02571788193262279
adaptive gamma,adaptive,1e-05,4,163,435,-0.10465311242506485,6.345257874007492,-1.07695492711259,1.6225448193195696e-05,0.025737853637686884
adaptive gamma,adaptive,1e-05,4,164,436,-0.10657524640711263,6.343416898035249,-0.7874629792419514,1.622265899230168e-05,0.025870480868983484
adaptive gamma,adaptive,1e-05,4,165,437,-0.1083745286187839,6.341692727459097,0.6517091548161934,1.6220144272600357e-05,0.02599118567812027
adaptive gamma,adaptive,1e-05,4,166,438,-0.10944219914842919,6.340663391778441,-0.0014904963386119796,1.6218149963366123e-05,0.026054136651143603
adaptive gamma,adaptive,1e-05,4,167,439,-0.11082139931632505,6.339338932829324,0.7172385914841499,1.6215758699728856e-05,0.026144851596849875
adaptive gamma,adaptive,1e-05,4,168,440,-0.11185408352234304,6.3383429693734135,0.9228311676742021,1.621377584890722e-05,0.026204977042827402
adaptive gamma,adaptive,1e-05,4,169,441,-0.11278097678537387,6.337446265542937,0.7497453012426163,1.6212252301208842e-05,0.026254133299362797
adaptive gamma,adaptive,1e-05,4,170,442,-0.1137886487600787,6.336473887217284,-0.5978753417202218,1.6210547982710958e-05,0.026311164185829027
adaptive gamma,adaptive,1e-05,4,171,443,-0.11532973385121296,6.334997893756103,-0.32320117382711555,1.6207696778888306e-05,0.026419619132270738
adaptive gamma,adaptive,1e-05,4,172,444,-0.11681544975729381,6.3335733181618705,0.4524008760349594,1.620538159931026e-05,0.026519060188482473
adaptive gamma,adaptive,1e-05,4,173,445,-0.11797485822080424,6.332457011004148,-1.1094642624144757,1.6203664472812382e-05,0.026588595076246384
adaptive gamma,adaptive,1e-05,4,174,446,-0.11977628337100775,6.330734109751421,-1.260714155621843,1.6200952785213262e-05,0.026716981009966518
adaptive gamma,adaptive,1e-05,4,175,447,-0.12150227083792038,6.329084769629054,-0.3300614531208146,1.619794235871194e-05,0.026844721358461686
adaptive gamma,adaptive,1e-05,4,176,448,-0.1229632933302022,6.327684636570008,-1.540155864751545,1.619576652696716e-05,0.02694239377125719
adaptive gamma,adaptive,1e-05,4,177,449,-0.124965081448487,6.325772836184817,0.1037488933373063,1.6193045781395533e-05,0.027084186693737782
adaptive gamma,adaptive,1e-05,4,178,450,-0.12618532146956557,6.324601575296009,0.3640671790160677,1.6190895009841633e-05,0.02716448088065276
adaptive gamma,adaptive,1e-05,4,179,451,-0.12728404853623596,6.323545440849285,-1.6179081534489936,1.618878835986193e-05,0.027234368365881216
adaptive gamma,adaptive,1e-05,4,180,452,-0.12901200674395236,6.321897670746632,-0.9846006982136887,1.6185456018849816e-05,0.027369816985126475
adaptive gamma,adaptive,1e-05,4,181,453,-0.1306141189101183,6.320366841030898,-0.7615633074457803,1.6182853927739133e-05,0.027486635881481036
adaptive gamma,adaptive,1e-05,4,182,454,-0.13204234020896402,6.319002697324125,-0.5192888091183994,1.6179759909337105e-05,0.027594686311421514
adaptive gamma,adaptive,1e-05,4,183,455,-0.13346483219973931,6.31764240337589,0.8225240478442368,1.6177147963216747e-05,0.02769849919537894
adaptive gamma,adaptive,1e-05,4,184,456,-0.13434439606712628,6.316793267472768,-0.05885118286300495,1.6175567627203856e-05,0.027747852565436958
adaptive gamma,adaptive,1e-05,4,185,457,-0.13563694693352932,6.315554157966756,-1.003057005354524,1.617356659623596e-05,0.027834745499010587
adaptive gamma,adaptive,1e-05,4,186,458,-0.1371927723761032,6.314068571813219,0.43816713365991544,1.6171055555437785e-05,0.02794917221525786
adaptive gamma,adaptive,1e-05,4,187,459,-0.13820419746149556,6.313096859852286,-1.2598181876587065,1.6168733500866415e-05,0.028014991401784668
adaptive gamma,adaptive,1e-05,4,188,460,-0.13991143443467444,6.311468170441887,0.2094209789833864,1.6166266142963347e-05,0.028139507802999668
adaptive gamma,adaptive,1e-05,4,189,461,-0.1409797989686258,6.310443278532477,-0.8966664632118617,1.6163995694854784e-05,0.028211319505833752
adaptive gamma,adaptive,1e-05,4,190,462,-0.14235735036824676,6.309129045307844,0.9831137966565415,1.6161113008849765e-05,0.028317342200916876
adaptive gamma,adaptive,1e-05,4,191,463,-0.1431291495219704,6.308382371312641,1.3361246043066735,1.6159651245401298e-05,0.028357738431154144
adaptive gamma,adaptive,1e-05,4,192,464,-0.1437800418720673,6.307748893225257,0.8757388900610128,1.6158269275943316e-05,0.028385125483170324
adaptive gamma,adaptive,1e-05,4,193,465,-0.14459467123534095,6.3069620521415155,0.614821293205794,1.615670294694433e-05,0.028430002962741042
adaptive gamma,adaptive,1e-05,4,194,466,-0.1455320791428719,6.306059594062949,0.29527623320148755,1.6155009234101243e-05,0.028485976747765217
adaptive gamma,adaptive,1e-05,4,195,467,-0.146589823378923,6.305043962152057,-0.45243094067993517,1.61532907439021e-05,0.028553447397760633
adaptive gamma,adaptive,1e-05,4,196,468,-0.14787495915989587,6.303816528907562,0.022587492032233092,1.615064716488702e-05,0.028650288070331733
adaptive gamma,adaptive,1e-05,4,197,469,-0.14905214939132588,6.302688365551452,-0.6148366813806382,1.6148853049725224e-05,0.028728705777758278
adaptive gamma,adaptive,1e-05,4,198,470,-0.15041321871081578,6.301388471224735,-1.1088575364866522,1.6146747663653497e-05,0.02882567611420691
adaptive gamma,adaptive,1e-05,4,199,471,-0.15186047692822477,6.300008925243961,-1.076982147302826,1.6144299002863565e-05,0.02893576932112639
adaptive gamma,adaptive,1.0000000000000002e-06,5,0,472,-0.15323565185336427,0.4919577356760466,-0.4812114736821408,1.614178950770097e-05,0.029041296994681737
adaptive gamma,adaptive,1.0000000000000002e-06,5,1,473,-0.15447336749353,0.4907257141092498,0.752601999293305,1.6139011016246227e-05,0.029136697229777648
adaptive gamma,adaptive,1.0000000000000002e-06,5,2,474,-0.15535752729791505,0.4898448162922333,0.36528749125641513,1.6137352880886273e-05,0.029188972611301718
adaptive gamma,adaptive,1.0000000000000002e-06,5,3,475,-0.15641166902204579,0.4887949082497986,0.32241349081604687,1.6135618444874648e-05,0.029257560931414617
adaptive gamma,adaptive,1.0000000000000002e-06,5,4,476,-0.15743604601721478,0.4877747111188991,-0.38927499921281505,1.6133745022509115e-05,0.02932543687992297
adaptive gamma,adaptive,1.0000000000000002e-06,5,5,477,-0.15870632068931828,0.48651015625323896,-0.5433241773837787,1.613160203532844e-05,0.029418205336975794
adaptive gamma,adaptive,1.0000000000000002e-06,5,6,478,-0.1599830685649203,0.48523929966548185,-0.03311760998651703,1.6129178941723927e-05,0.029515543410163412
adaptive gamma,adaptive,1.0000000000000002e-06,5,7,479,-0.16112594747121445,0.4841013705929428,0.6003042922089066,1.6127296886356323e-05,0.02959477939097636
adaptive gamma,adaptive,1.0000000000000002e-06,5,8,480,-0.1620198299499775,0.48321095533669817,0.7426755886743002,1.6125355287655184e-05,0.02965154051534132
adaptive gamma,adaptive,1.0000000000000002e-06,5,9,481,-0.1628763948773839,0.4823575684262533,1.5790078772390788,1.6123569403297917e-05,0.029702843506572766
adaptive gamma,adaptive,1.0000000000000002e-06,5,10,482,-0.16347069619359816,0.48176457548494916,-2.00002004032618,1.612157494487713e-05,0.029722877619887723
adaptive gamma,adaptive,1.0000000000000002e-06,5,11,483,-0.16499401153271762,0.4802490061040353,-1.4248793126536805,1.6119054913541344e-05,0.029850370926128512
adaptive gamma,adaptive,1.0000000000000002e-06,5,12,484,-0.16643841561253236,0.47881173130111376,0.02532828362396078,1.6116711356696234e-05,0.029965854039077776
adaptive gamma,adaptive,1.0000000000000002e-06,5,13,485,-0.16751013749432395,0.47774464283877416,1.7250461325337225,1.6114554596953514e-05,0.03004008736891978
adaptive gamma,adaptive,1.0000000000000002e-06,5,14,486,-0.16803220113042408,0.47722341097649423,-1.1706865408481648,1.6111833729681775e-05,0.03005207531678774
adaptive gamma,adaptive,1.0000000000000002e-06,5,15,487,-0.16935572975430724,0.47590645731816716,0.06590216315992492,1.6109494790826188e-05,0.030161897817152738
adaptive gamma,adaptive,1.0000000000000002e-06,5,16,488,-0.1703679917527291,0.4748985734268437,1.422552558571876,1.610697050119862e-05,0.03023356968316303
adaptive gamma,adaptive,1.0000000000000002e-06,5,17,489,-0.17096997916264337,0.47429806747027703,-1.4448259350167811,1.6104933122923687e-05,0.030256500166249978
adaptive gamma,adaptive,1.0000000000000002e-06,5,18,490,-0.1723654654508619,0.4729095648860852,1.4873883363844644,1.6102639747509663e-05,0.03037016125474329
adaptive gamma,adaptive,1.0000000000000002e-06,5,19,491,-0.17294498524334012,0.47233135556027706,0.8644040512142097,1.6100595217592338e-05,0.03039016809999906
adaptive gamma,adaptive,1.0000000000000002e-06,5,20,492,-0.1737269961810726,0.4715520941704503,0.9258647331479757,1.6099108383254685e-05,0.030434369017902828
adaptive gamma,adaptive,1.0000000000000002e-06,5,21,493,-0.1745050678219419,0.470776654681462,-0.45570145999376976,1.6097949671875368e-05,0.03047667505654362
adaptive gamma,adaptive,1.0000000000000002e-06,5,22,494,-0.17564616449568657,0.46964094331048245,-0.15900684099199253,1.609587281506894e-05,0.030566347715297554
adaptive gamma,adaptive,1.0000000000000002e-06,5,23,495,-0.17671020901049908,0.46858169382231496,-1.2433420158012611,1.6093926887482345e-05,0.030645099455778108
adaptive gamma,adaptive,1.0000000000000002e-06,5,24,496,-0.17816918664638004,0.46712999122923704,0.17019467774351493,1.6091799650226863e-05,0.030759141390715762
adaptive gamma,adaptive,1.0000000000000002e-06,5,25,497,-0.1791716876933284,0.4661317548374375,0.8257001311607441,1.6090206764086575e-05,0.03082763732293665
adaptive gamma,adaptive,1.0000000000000002e-06,5,26,498,-0.17997350275787227,0.46533279503279346,0.019691375394504745,1.6087911077232978e-05,0.030872759111242504
adaptive gamma,adaptive,1.0000000000000002e-06,5,27,499,-0.18095157054090663,0.46435907509252783,-0.42695416792361285,1.608580084351388e-05,0.030944758993455966
adaptive gamma,adaptive,1.0000000000000002e-06,5,28,500,-0.18203585520858898,0.4632799393216128,-1.9922080558706197,1.6083694785885395e-05,0.03103043536392396
adaptive gamma,adaptive,1.0000000000000002e-06,5,29,501,-0.18340865868314984,0.46191439479258656,0.8210880646171994,1.60813427216535e-05,0.031149460181464462
adaptive gamma,adaptive,1.0000000000000002e-06,5,30,502,-0.18420575042104556,0.46112009250963193,-0.18830224567045412,1.6080242411746375e-05,0.03119376423525864
adaptive gamma,adaptive,1.0000000000000002e-06,5,31,503,-0.18520015224117076,0.46013022769798956,1.3429691907926538,1.607770679844411e-05,0.031268372573947094
adaptive gamma,adaptive,1.0000000000000002e-06,5,32,504,-0.1858071250327723,0.4595246676089063,-2.0572099277420057,1.607694599124789e-05,0.0312900262621631
adaptive gamma,adaptive,1.0000000000000002e-06,5,33,505,-0.1872274011914533,0.45811194879901485,0.07390289663549193,1.607463524444483e-05,0.03141190962596689
adaptive gamma,adaptive,1.0000000000000002e-06,5,34,506,-0.18815576159968578,0.4571876556843469,-2.2834713702914096,1.6072155746203818e-05,0.0314785853862931
adaptive gamma,adaptive,1.0000000000000002e-06,5,35,507,-0.18958642836865447,0.4557647291002097,0.07065523331591073,1.6069813562486058e-05,0.03160332790324657
adaptive gamma,adaptive,1.0000000000000002e-06,5,36,508,-0.19053172034293345,0.454823561942559,-0.36111096949214583,1.6067923954686148e-05,0.031669862142303835
adaptive gamma,adaptive,1.0000000000000002e-06,5,37,509,-0.19155743513701468,0.4538027361509675,-2.328596001269868,1.6065944932794744e-05,0.03175097211430422
adaptive gamma,adaptive,1.0000000000000002e-06,5,38,510,-0.1931429253423735,0.45222592299996867,-0.4249033363600393,1.6063530759108798e-05,0.03188570356915369
adaptive gamma,adaptive,1.0000000000000002e-06,5,39,511,-0.19413035910963403,0.451243194851907,-1.6723196946706196,1.6060915643243087e-05,0.03196319448204009
adaptive gamma,adaptive,1.0000000000000002e-06,5,40,512,-0.19529707902809096,0.45008283384869835,-1.6134316910780755,1.605851073850229e-05,0.032069826097399855
adaptive gamma,adaptive,1.0000000000000002e-06,5,41,513,-0.19662320053976107,0.44876373529738717,-0.16056268420228137,1.6056380426226287e-05,0.03218098818318402
adaptive gamma,adaptive,1.0000000000000002e-06,5,42,514,-0.19757482043206603,0.44781652179160697,-0.523661391279837,1.605450536522166e-05,0.03225341514165732
adaptive gamma,adaptive,1.0000000000000002e-06,5,43,515,-0.19860010506442413,0.4467961714957016,-1.4807659065641818,1.6052501261556326e-05,0.03233317026555131
adaptive gamma,adaptive,1.0000000000000002e-06,5,44,516,-0.19974808722612097,0.4456543014069155,1.4972102937742149,1.6050257901344165e-05,0.03243372176455942
adaptive gamma,adaptive,1.0000000000000002e-06,5,45,517,-0.20028017854383975,0.4451232406999691,0.7603309013397412,1.6049025627863392e-05,0.03244891201610822
adaptive gamma,adaptive,1.0000000000000002e-06,5,46,518,-0.2010274279123128,0.4443786839533761,-0.5564297359796286,1.6047599733798018e-05,0.032491510969172854
adaptive gamma,adaptive,1.0000000000000002e-06,5,47,519,-0.20202111830847452,0.4433898091632101,-0.019777603660654675,1.6045447882793295e-05,0.03256983098514478
adaptive gamma,adaptive,1.0000000000000002e-06,5,48,520,-0.2029774449038019,0.44243779797374516,1.7148395925493618,1.6043745393201087e-05,0.032640084129728644
adaptive gamma,adaptive,1.0000000000000002e-06,5,49,521,-0.2034493711518241,0.44196638105339764,1.0536108953117689,1.604246086804442e-05,0.03264654829282758
adaptive gamma,adaptive,1.0000000000000002e-06,5,50,522,-0.204111720179298,0.44130607531102684,0.7878636664886799,1.6041206116220145e-05,0.03267896844438849
adaptive gamma,adaptive,1.0000000000000002e-06,5,51,523,-0.2048569693249573,0.44056346595056006,0.3357649083779034,1.603977456970626e-05,0.03272120994990687
adaptive gamma,adaptive,1.0000000000000002e-06,5,52,524,-0.20570633639501995,0.4397175975563407,-1.3190625630299169,1.6038219879841824e-05,0.032776539845317906
adaptive gamma,adaptive,1.0000000000000002e-06,5,53,525,-0.20679037615090848,0.43863939569045374,-1.1900545842721315,1.6035615508482623e-05,0.03287376586294137
adaptive gamma,adaptive,1.0000000000000002e-06,5,54,526,-0.20791512231635362,0.43752053219298365,-0.41608768591004075,1.60334081191149e-05,0.03296920622355642
adaptive gamma,adaptive,1.0000000000000002e-06,5,55,527,-0.2088374620636377,0.43660267304132483,1.14289262933847,1.603105651224579e-05,0.033043225446820916
adaptive gamma,adaptive,1.0000000000000002e-06,5,56,528,-0.2094726336935882,0.4359692978877216,-0.6761462684781991,1.602974312480861e-05,0.03307134519352449
adaptive gamma,adaptive,1.0000000000000002e-06,5,57,529,-0.21051245809691527,0.4349346101324399,-0.8910897170143345,1.6027844193077396e-05,0.033152892517579344
adaptive gamma,adaptive,1.0000000000000002e-06,5,58,530,-0.21149519787484414,0.4339570329332606,1.4153570315799684,1.602522806181933e-05,0.03323913718041168
adaptive gamma,adaptive,1.0000000000000002e-06,5,59,531,-0.2120506015216929,0.43340273840690846,-0.11968019000148239,1.6024244240326407e-05,0.03325549089237841
adaptive gamma,adaptive,1.0000000000000002e-06,5,60,532,-0.21291829582603825,0.43253900599058415,-0.8160340741179053,1.6022133961303056e-05,0.03332009462272474
adaptive gamma,adaptive,1.0000000000000002e-06,5,61,533,-0.21395067829567554,0.43151181897982044,-0.7761730769078166,1.6020164712494365e-05,0.033403103289814794
adaptive gamma,adaptive,1.0000000000000002e-06,5,62,534,-0.2150026039005502,0.43046520049975184,1.3394917166057245,1.6018194610157157e-05,0.03348833649151473
adaptive gamma,adaptive,1.0000000000000002e-06,5,63,535,-0.21558001249967737,0.42988912251249745,1.3875516756910027,1.601684888383385e-05,0.03350851259473554
adaptive gamma,adaptive,1.0000000000000002e-06,5,64,536,-0.21616369344052447,0.42930654867058704,-0.353670446566232,1.6015956537904536e-05,0.0335247397024234
adaptive gamma,adaptive,1.0000000000000002e-06,5,65,537,-0.2171057970432506,0.4283689796439234,0.8753417740541776,1.6013890641569963e-05,0.033598998456074086
adaptive gamma,adaptive,1.0000000000000002e-06,5,66,538,-0.2178187797214193,0.4276583732689321,-1.6285928188528511,1.6012117393974992e-05,0.033636684617907316
adaptive gamma,adaptive,1.0000000000000002e-06,5,67,539,-0.21885944167418217,0.42662344719949175,0.05115662343227878,1.600971284848388e-05,0.03373087946578024
adaptive gamma,adaptive,1.0000000000000002e-06,5,68,540,-0.2197093272791365,0.4257772754596889,-0.5942748594848086,1.6007976566989504e-05,0.033790164637201615
adaptive gamma,adaptive,1.0000000000000002e-06,5,69,541,-0.2206171592923286,0.4248739906339254,0.07869221520716652,1.6005654306893676e-05,0.03386517623298134
adaptive gamma,adaptive,1.0000000000000002e-06,5,70,542,-0.221482817414837,0.42401212373996466,1.2112213769453657,1.6003984496535126e-05,0.033925855426583496
adaptive gamma,adaptive,1.0000000000000002e-06,5,71,543,-0.22213305576931447,0.4233635719538657,0.9470595037038257,1.600251401085631e-05,0.033951626744511444
adaptive gamma,adaptive,1.0000000000000002e-06,5,72,544,-0.22281445812338943,0.4226842990424504,-0.2278799610822846,1.6000235883459578e-05,0.033985101753242944
adaptive gamma,adaptive,1.0000000000000002e-06,5,73,545,-0.22375998029953637,0.4217431890448883,0.29256924782835625,1.5998749199075705e-05,0.03405587789496061
adaptive gamma,adaptive,1.0000000000000002e-06,5,74,546,-0.2245665468286404,0.4209399879769917,1.1654556534097371,1.5997274709936124e-05,0.034110424581299724
adaptive gamma,adaptive,1.0000000000000002e-06,5,75,547,-0.22520066286289786,0.42030753178482094,0.30680370493476994,1.5995451345867217e-05,0.034135572609408735
adaptive gamma,adaptive,1.0000000000000002e-06,5,76,548,-0.2259982490357202,0.41951318628714074,-0.4055853667014323,1.599376086050368e-05,0.034186927354847386
adaptive gamma,adaptive,1.0000000000000002e-06,5,77,549,-0.22689311669671258,0.41862257942209086,0.28569721777581947,1.599187794911086e-05,0.03425559761566665
adaptive gamma,adaptive,1.0000000000000002e-06,5,78,550,-0.22767613947092838,0.4178427783426041,-0.17960127393007483,1.5990174727065896e-05,0.034307461677813976
adaptive gamma,adaptive,1.0000000000000002e-06,5,79,551,-0.22854896879152317,0.4169740789855275,-1.4324648017410224,1.598851535155419e-05,0.03437549222974163
adaptive gamma,adaptive,1.0000000000000002e-06,5,80,552,-0.22969243741363646,0.41583685136149184,-0.20937511567165346,1.59865873463652e-05,0.03447322740858533
adaptive gamma,adaptive,1.0000000000000002e-06,5,81,553,-0.23051949625536533,0.4150136072375165,-1.575356818098225,1.5984251885301186e-05,0.03453536398811491
adaptive gamma,adaptive,1.0000000000000002e-06,5,82,554,-0.23146959652310814,0.4140688931930403,3.2374673098523044e-05,1.59819008307264e-05,0.03462479575660219
adaptive gamma,adaptive,1.0000000000000002e-06,5,83,555,-0.23227993559487597,0.4132621231762265,-0.4550087196344602,1.598002547917306e-05,0.0346823520483182
adaptive gamma,adaptive,1.0000000000000002e-06,5,84,556,-0.2332497977075181,0.41229697096905227,-2.2521392118289913,1.597831124865208e-05,0.03475707958057733
adaptive gamma,adaptive,1.0000000000000002e-06,5,85,557,-0.23421001719394477,0.41134271315947635,1.2203100366473016,1.5975428193047617e-05,0.034857530611990914
adaptive gamma,adaptive,1.0000000000000002e-06,5,86,558,-0.23486225872024627,0.41069204284445504,-1.2498499001872305,1.5974164051700437e-05,0.03488072907695582
adaptive gamma,adaptive,1.0000000000000002e-06,5,87,559,-0.23586421573894567,0.4096954422921836,0.26701283298194645,1.597227044047645e-05,0.03496578244870752
adaptive gamma,adaptive,1.0000000000000002e-06,5,88,560,-0.2366680292125525,0.4088949295737607,0.5522229287683744,1.5970872837362115e-05,0.035017463292114456
adaptive gamma,adaptive,1.0000000000000002e-06,5,89,561,-0.23744772520617802,0.40811810719307956,-0.8234061179702902,1.5969615780375162e-05,0.03506230288486457
adaptive gamma,adaptive,1.0000000000000002e-06,5,90,562,-0.2384580511759373,0.4071129723676905,0.24589220957077756,1.5967877776613563e-05,0.035143122222170996
adaptive gamma,adaptive,1.0000000000000002e-06,5,91,563,-0.23924656918735057,0.4063277593794401,-0.037259647956871755,1.5966088219009516e-05,0.03519662563734833
adaptive gamma,adaptive,1.0000000000000002e-06,5,92,564,-0.2401145964530511,0.4054635979393687,0.6948570248326454,1.5964591551036303e-05,0.0352571994863906
adaptive gamma,adaptive,1.0000000000000002e-06,5,93,565,-0.24084176650924352,0.4047389270062548,-1.9725498927296163,1.5963336725976657e-05,0.035296045251900214
adaptive gamma,adaptive,1.0000000000000002e-06,5,94,566,-0.24185644291254105,0.40373009873658705,-0.4381700297253195,1.596119108906309e-05,0.035390085279687
